得分,代码,转债名称,现价,涨跌幅,正股名称,正股价,正股涨跌,PB,转股价,转股价值,溢价率,评价,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,到期税前收益,到期税后收益,成交额(万元)
148.26,128036,金农转债,147.700,-0.44%,金新农,14.13,-1.12%,4.37,9.620,146.88,0.56%,AA-,6.73,12.51,2.5%,24-03-09,4.742,-5.97%,-6.35%,36857.79
148.84,128029,太阳转债,103.600,0.59%,太阳纸业,6.17,-0.16%,1.24,8.650,71.33,45.24%,AA+,6.05,11.24,7.5%,22-12-22,3.529,1.28%,0.83%,858.73
153.6,128035,大族转债,101.500,-0.12%,大族激光,34.90,-1.47%,4.37,52.300,66.73,52.10%,AA+,36.61,67.99,6.2%,24-02-06,4.655,1.44%,1.09%,3247.15
155.92000000000002,128037,岩土转债,93.980,-0.01%,中化岩土,4.66,-0.21%,2.15,8.030,58.03,61.94%,AA,5.62,10.44,7.1%,24-03-15,4.759,3.99%,3.46%,70.05
157.89,128032,双环转债,93.100,0.00%,双环传动,5.61,0.72%,1.06,9.930,56.50,64.79%,AA,6.95,12.91,26.0%,23-12-25,4.537,3.99%,3.52%,703.73
159.07999999999998,110030,格力转债,104.080,-0.12%,格力地产,4.66,-0.64%,1.21,6.940,67.15,55.00%,AA,4.86,9.02,4.4%,19-12-25,0.534,3.46%,1.29%,120.03
165.14,128028,赣锋转债,96.510,-0.44%,赣锋锂业,24.37,0.41%,3.93,42.580,57.23,68.63%,AA,29.81,55.35,2.9%,23-12-21,4.526,2.94%,2.52%,292.05
166.19,113014,林洋转债,95.110,0.33%,林洋能源,4.87,5.87%,0.85,8.760,55.59,71.08%,AA,6.13,11.39,34.9%,23-10-27,4.375,3.63%,3.14%,1491.42
169.57,113502,嘉澳转债,95.150,0.06%,嘉澳环保,24.57,2.38%,2.39,45.040,54.55,74.42%,AA-,31.53,58.55,10.3%,23-11-09,4.411,4.04%,3.47%,105.84
182.04700000000003,127004,模塑转债,93.037,0.00%,模塑科技,3.80,0.26%,1.33,7.720,49.22,89.01%,AA,5.40,10.04,25.9%,23-06-02,3.973,5.42%,4.72%,243.05
183.72899999999998,128023,亚太转债,91.979,0.08%,亚太股份,4.96,1.02%,1.31,10.340,47.97,91.75%,AA,7.24,13.44,27.3%,23-12-08,4.490,4.75%,4.19%,141.51
186.93,128052,凯龙转债,191.000,11.16%,凯龙股份,13.48,10.04%,2.95,6.770,199.11,-4.07%,AA,4.74,8.80,7.3%,24-12-21,5.529,-8.85%,-9.27%,141908.75
204.42,110044,广电转债,189.950,2.08%,广电网络,11.45,-2.97%,2.18,6.900,165.94,14.47%,AA,4.83,8.97,1.0%,24-06-27,5.044,-9.91%,-10.31%,72458.58
204.55,110031,航信转债,107.740,0.27%,航天信息,23.20,2.43%,3.71,42.380,54.74,96.81%,AAA,29.67,55.09,5.6%,21-06-12,2.000,0.35%,-0.44%,449.65
205.765,128010,顺昌转债,100.145,-0.07%,澳洋顺昌,4.51,0.22%,2.16,9.260,48.70,105.62%,AA,6.48,12.04,11.5%,22-01-22,2.614,4.16%,3.33%,273.13
226.26,127008,特发转债,227.000,-2.36%,特发信息,12.83,-3.39%,4.10,5.610,228.70,-0.74%,AA,3.93,7.29,1.7%,23-11-16,4.430,-14.99%,-15.36%,40328.46
256.81,128012,辉丰转债,96.790,-0.06%,辉丰股份,2.87,1.06%,1.36,7.710,37.22,160.02%,A+,5.40,10.02,19.5%,22-04-21,2.858,3.14%,2.74%,241.79
297.841,128013,洪涛转债,96.821,-0.09%,洪涛股份,3.21,0.94%,1.24,9.980,32.16,201.02%,AA,6.99,12.97,29.9%,22-07-29,3.129,4.97%,4.20%,320.13
