得分,代码,转债名称,现价,涨跌幅,正股名称,正股价,正股涨跌,PB,转股价,转股价值,溢价率,评价,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,到期税前收益,到期税后收益,成交额(万元)
137.41,113509,新泉转债,98.090,0.61%,新泉股份,13.30,2.15%,1.85,18.890,70.41,39.32%,AA,13.22,24.56,14.9%,24-06-03,4.984,2.52%,2.10%,232.00
138.41500000000002,128014,永东转债,95.745,0.62%,永东股份,9.08,3.77%,2.02,13.530,67.11,42.67%,AA-,9.47,17.59,11.1%,23-04-17,3.852,4.31%,3.69%,144.47
139.59,123003,蓝思转债,96.300,0.31%,蓝思科技,7.03,5.24%,1.63,10.460,67.21,43.29%,AA+,7.32,13.60,17.4%,23-12-08,4.496,3.13%,2.68%,1164.14
139.76,132013,17宝武EB,99.630,0.03%,宝钢股份,6.47,1.89%,0.81,9.050,71.49,40.13%,AAA,-,-,10.4%,20-11-24,1.458,3.30%,2.62%,10909.75
140.87,110038,济川转债,104.600,0.58%,济川药业,29.79,4.09%,4.07,38.810,76.76,36.27%,AA,19.41,48.51,2.6%,22-11-12,3.425,1.17%,0.68%,820.86
141.34,113022,浙商转债,103.020,1.45%,浙商证券,9.28,5.33%,2.14,12.460,74.48,38.32%,AAA,-,16.20,11.3%,25-03-12,5.756,1.17%,0.83%,3973.46
141.65,128029,太阳转债,102.300,-0.03%,太阳纸业,6.35,3.42%,1.28,8.650,73.41,39.35%,AA+,6.05,11.24,7.3%,22-12-22,3.534,1.64%,1.19%,1908.98
143.21,128046,利尔转债,102.000,2.22%,利尔化学,13.45,3.70%,2.26,18.620,72.23,41.21%,AA,13.03,24.21,12.1%,24-10-17,5.356,2.02%,1.56%,283.46
146.08,128043,东音转债,144.000,1.76%,东音股份,15.70,1.42%,3.71,11.130,141.06,2.08%,AA-,7.79,14.47,6.4%,24-08-02,5.148,-4.28%,-4.77%,15142.32
146.15,113009,广汽转债,105.410,0.68%,广汽集团,11.04,3.66%,1.42,14.740,74.90,40.74%,AAA,10.32,19.16,2.3%,22-01-22,2.619,1.31%,0.65%,4039.71
147.21,110034,九州转债,101.120,0.19%,九州通,12.75,2.25%,1.35,18.420,69.22,46.09%,AA+,12.89,23.95,6.3%,22-01-15,2.600,3.48%,2.71%,1647.49
148.214,128041,盛路转债,148.114,1.10%,盛路通信,10.18,2.00%,2.55,6.880,147.97,0.10%,AA,4.82,8.94,1.0%,24-07-16,5.101,-4.86%,-5.35%,3760.98
148.98,128036,金农转债,149.100,9.31%,金新农,14.36,10.04%,4.44,9.620,149.27,-0.12%,AA-,6.73,12.51,2.5%,24-03-09,4.748,-6.15%,-6.53%,87151.73
153.10999999999999,128035,大族转债,102.100,0.00%,大族激光,35.36,2.73%,4.42,52.300,67.61,51.01%,AA+,36.61,67.99,6.1%,24-02-06,4.660,1.31%,0.96%,1017.89
156.22,128037,岩土转债,93.960,0.69%,中化岩土,4.65,3.79%,2.15,8.030,57.91,62.26%,AA,5.62,10.44,7.2%,24-03-15,4.764,3.99%,3.47%,262.90
156.94,110030,格力转债,104.270,0.06%,格力地产,4.74,2.60%,1.23,6.940,68.30,52.67%,AA,4.86,9.02,4.4%,19-12-25,0.540,3.07%,0.94%,790.19
158.41,128032,双环转债,93.500,0.11%,双环传动,5.63,3.11%,1.06,9.930,56.70,64.91%,AA,6.95,12.91,25.9%,23-12-25,4.542,3.89%,3.42%,452.35
166.32,132004,15国盛EB,98.230,0.01%,上海建工,3.81,2.97%,1.05,6.480,58.80,68.09%,AAA,4.54,8.42,14.7%,21-11-05,2.405,2.99%,2.49%,2827.77
166.889,128028,赣锋转债,97.199,0.48%,赣锋锂业,24.39,2.95%,3.94,42.580,57.28,69.69%,AA,29.81,55.35,2.9%,23-12-21,4.532,2.77%,2.35%,525.64
174.13,113502,嘉澳转债,94.930,0.43%,嘉澳环保,23.86,3.20%,2.32,45.040,52.98,79.20%,AA-,31.53,58.55,10.6%,23-11-09,4.416,4.09%,3.52%,126.45
175.96,113014,林洋转债,95.420,0.44%,林洋能源,4.63,3.12%,0.81,8.760,52.85,80.54%,AA,6.13,11.39,36.7%,23-10-27,4.381,3.55%,3.06%,1594.87
182.18099999999998,128023,亚太转债,91.851,0.70%,亚太股份,4.99,3.74%,1.32,10.340,48.26,90.33%,AA,7.24,13.44,27.2%,23-12-08,4.496,4.78%,4.21%,168.29
184.57500000000002,128052,凯龙转债,183.995,14.24%,凯龙股份,12.75,10.01%,2.79,6.970,182.93,0.58%,AA,4.88,9.06,7.7%,24-12-21,5.534,-8.21%,-8.64%,84485.41
184.638,127004,模塑转债,93.058,0.43%,模塑科技,3.75,4.46%,1.31,7.720,48.58,91.58%,AA,5.40,10.04,26.2%,23-06-02,3.978,5.41%,4.71%,275.12
187.19,110044,广电转债,179.220,4.98%,广电网络,11.47,2.50%,2.18,6.910,165.99,7.97%,AA,4.84,8.98,1.0%,24-06-27,5.049,-8.84%,-9.24%,65526.65
191.01,132007,16凤凰EB,98.100,-0.12%,凤凰传媒,7.86,3.42%,1.47,15.360,51.17,92.91%,AAA,12.29,19.97,25.0%,21-10-31,2.392,3.88%,3.22%,2475.07
201.11,132008,17山高EB,99.800,-0.35%,山东高速,4.78,1.92%,0.82,9.620,49.69,101.31%,AAA,6.73,12.51,10.9%,22-04-24,2.871,3.79%,3.04%,87.44
204.06400000000002,128010,顺昌转债,100.474,0.28%,澳洋顺昌,4.57,3.63%,2.19,9.260,49.35,103.59%,AA,6.48,12.04,11.4%,22-01-22,2.619,4.02%,3.19%,57.11
209.51999999999998,110031,航信转债,108.300,1.18%,航天信息,22.81,2.98%,3.65,42.380,53.82,101.22%,AAA,29.67,55.09,5.6%,21-06-12,2.005,0.80%,-0.14%,661.31
223.81,127008,特发转债,223.000,1.59%,特发信息,12.41,2.48%,3.97,5.610,221.21,0.81%,AA,3.93,7.29,1.8%,23-11-16,4.436,-14.62%,-15.00%,51778.74
237.95,132011,17浙报EB,93.720,-0.02%,浙数文化,9.36,3.54%,1.53,24.180,38.71,144.23%,AAA,16.93,31.43,19.7%,22-08-17,3.186,4.04%,3.59%,3914.69
253.53,128012,辉丰转债,96.870,0.26%,辉丰股份,2.91,3.19%,1.38,7.710,37.74,156.66%,A+,5.40,10.02,19.2%,22-04-21,2.863,3.10%,2.71%,393.19
299.058,128013,洪涛转债,96.888,0.36%,洪涛股份,3.20,3.90%,1.24,9.980,32.06,202.17%,AA,6.99,12.97,30.0%,22-07-29,3.134,4.94%,4.17%,437.72
